MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MHV
0.801544314532886,0.27216142415910205,-0.11624392696666119,-0.2023115137272354,-0.5430515742518128,-0.021039615516440048,-0.5897620622908205,-0.08241845654707416,3.226
-0.2980728090942217,0.3522616607867429,-0.10920507530549702,-0.25055520947444,-0.034064024638222286,-0.006034004264459185,1.080554840130013,-1.0611381656679573,1.514
-0.03058829290446139,-0.9293421252555106,0.2596214817762415,-0.00601274044096368,-0.5004091235711734,-0.030779867916061836,1.5984463936739026,-1.8151518191233238,1.598
1.9063832474401923,0.5124621340420246,0.44758280183798754,-0.276721775345798,-0.6310583341671753,-0.07081146722873086,-0.7064043040799849,0.7464972154634646,5.00001
3.880173871587062,-0.9293421252555106,1.2902986709680218,-0.17269132504480678,-0.22550140960875278,0.05141009967905999,-0.8463749942269841,0.8863143167664479,5.00001
0.3725034132659638,-0.6890414153725881,0.6458013923245294,0.08006784097876328,-0.31532274189350407,-0.02511159636864766,0.5626632865861233,-0.057451117028685814,1.431
0.4068181599644111,1.7940659200842781,0.5067666796752233,-0.14533372886917967,-0.4595812452599228,-0.09450771800172326,0.9732439776839799,-1.2808507534297862,2.519
1.1990412250459561,-0.04823952235146133,0.7491221281727167,0.1308828788491473,-0.060375323994361546,-0.02954897439374466,-0.5524365449182886,0.03243130523751367,5.00001
-0.9461099975204891,-1.1696428351384331,-0.7866150429115566,0.04274223693555953,0.811526699497012,-0.14112183664433336,1.3138393237083417,-1.5754653597467871,1.354
2.4655963943349204,0.832863080552588,0.26935627383403954,-0.07102649529598533,-0.348892330727199,-0.03948943432769031,-0.813715166526018,0.5817127746420929,4.721
-0.7930790153497738,-0.04823952235146133,-0.08711292207083192,-0.1954700015215477,-0.8107009987366778,-0.09999450047215008,0.9919067363702491,-0.6416868617590074,0.947
-0.3026552131564367,1.874166156711919,-0.3984394615658529,-0.08312516951235926,-0.6528332025998422,-0.20298228825856296,1.010569495056515,-1.3307854324665627,2.685
0.12164343274377455,-0.04823952235146133,-0.07062654339228236,-0.25116909735866627,-0.5521244360987574,-0.01890337960265708,-1.3782636167855742,1.2508374737349406,1.533
-0.5244222562603772,-1.329843308393715,-0.22690576042071622,-0.2751339711403377,1.1082092818920994,0.0734858199621661,0.9732439776839799,-0.6866280728921106,0.927
-0.8243033034946343,-0.28854023223438385,-0.0955214133840566,-0.056048383377750755,0.8940897423042076,-0.0717620410436324,0.31071604432152855,-0.10738579606546962,0.723
0.028077135845523904,1.874166156711919,0.0597392174029471,0.08165882674223057,0.7634405317082057,0.0648586778184769,0.9732439776839799,-1.4256613226364498,2.518
0.09340303561617042,1.4736649735737148,-0.2761161816224798,-0.057436854162836684,-0.06854089965661167,-0.16134737591528758,1.0665577711153127,-1.4206678547327694,2.745
-0.38966760657035665,-1.1696428351384331,0.18295192384130138,-0.009856800810714909,-1.0220986797704863,-0.11612090904540526,1.6870944974336666,-0.711595412410499,1.361
-0.5790381186298004,-0.6089411787449472,-1.132193858203497,-0.18964915804964796,0.7906591172490395,0.04961915952656167,-0.6737444763790187,0.49183035237588635,1.798
-0.638875790279422,0.5124621340420246,-0.4841960599754177,-0.37875888665997304,-1.1917611963083499,-0.04949055385105821,1.3558305307524392,-0.9213210643649739,0.989
-0.7559935127067314,1.393564736946074,-0.7566193105851083,-0.32682703587075246,-0.7508201105468436,0.006394208159487015,-1.3502694787561735,1.2308636021202255,0.906
